parameter,value,mae,rmse,wape,smape
spectral_radius,0.2,275.28009589781044,347.305381193337,0.12711688821916223,0.14202339282859688
spectral_radius,0.4,340.56943196931695,454.497239526615,0.15726573428170468,0.1763714147935077
spectral_radius,0.6,324.2944321758988,423.41662100576525,0.14975038042817068,0.1652865444138166
spectral_radius,0.8,871.7916433977053,1188.4484688665812,0.4025697554440125,0.6991614963340453
spectral_radius,1.0,500.26699261989324,632.9144807786082,0.23100974000025856,0.25194771865521953
