parameter,value,mae,rmse,wape,smape
n_reservoir,40,1278.6230789381698,1721.2700502985117,0.5904334872803899,0.43930601871045477
n_reservoir,80,324.2944321758988,423.41662100576525,0.14975038042817068,0.1652865444138166
n_reservoir,120,394.02974656120875,464.88409733079226,0.18195225879040533,0.20263449386001228
n_reservoir,160,430.94545940466276,565.1662063426947,0.1989989345689332,0.23585877752770368
